text,label,category,is_mixed
great communication throughout the delivery process.,4,positive,0
"Package was a bit late but arrived in perfect conditiom, no complaints.",0,delay,1
No knock or ring — package left on the street,3,driver_conduct,0
My delivery was 68 minutes late with no notification!,0,delay,0
Late again — driver took 75 minutes longer than expected.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",2,wrong_order,1
Shouted at me when I asked for ID verification,2,wrong_order,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Item was broken in transit — packaging was inadequate,1,damage,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Order was 74 minutes late AND the box arrived damaged.,0,delay,1
"item smashed, looks like ot was thrown around",1,damage,0
driver was 58 min late and also quite rude about it.,0,delay,1
Driver refused to carry package to my floor.,3,driver_conduct,0
"box was soaking wet when it got here, ruimed everything inside",1,damage,0
"driver was using phonr while driving, nearly caused accident.",3,driver_conduct,0
fragile sticker ignored — item arrived in pieces!,1,damage,0
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Package arrived completely crushed.,1,damage,0
Outstanding — the driver even helped carry the heavy box.,4,positive,0
item was brokem in transit — packaging was inadequate,1,damage,0
Got a duplicate of one item and missing another,2,wrong_order,0
Electronics delivered with cracked screen.,1,damage,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
package delayed by 16 minutes — no update from the app.,0,delay,0
delivery confirmed at the door.,4,positive,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Order update received.,4,positive,1
laptop corner dented — poor handling during delivery.,1,damage,0
Ordee update received.,4,positive,1
late again — driver took 27 minutes longer than expected.,0,delay,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
No knock or ring — package left on the street.,3,driver_conduct,0
Delivery happened today.,4,positive,1
Received someone else's package entirely.,1,damage,0
Driver refused to carry package to my floor.,3,driver_conduct,0
Electronics delivered with cracked screen.,1,damage,0
"really happy with this delivery, driver was super nice",4,positive,0
Driver came by earlier,4,positive,1
Medicine package was opened and tampered with.,1,damage,0
"Arrived exactly on time, well packaged. Five stars!",0,delay,0
Received the order as scheduled,4,positive,1
Driver marked delivered but never arrived.,3,driver_conduct,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Order update received.,4,positive,1
Delivery person did noy follow contactless instructions.,3,driver_conduct,0
Very unprofessional behaviour from the delivery agent!,3,driver_conduct,0
Package arrived completely crushed.,1,damage,0
guy was si rude when i asked him to wait a sec,3,driver_conduct,0
Received the order as scheduled.,4,positive,1
Order mixed up with another customer!,2,wrong_order,0
Electronics delivered with cracked screen.,1,damage,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Late again — driver took 61 minutes longer than expected.,0,delay,0
"carton dented heavily, product inside damaged.",1,damage,0
delivery happened today!,4,positive,1
Waited 53 extra minutes because of road congestion.,4,positive,0
Shouted at me when I asked for ID verification.,3,driver_conduct,0
order was processed and delivered.,4,positive,1
Hald the order is missing from the bag!,2,wrong_order,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Missing one item but the driver apologized and was professional.,2,wrong_order,1
electronics delivered with cracked screen.,1,damage,0
laptop corner dented — poor handling during delivery.,1,damage,0
took 90 minutes longer than usual but driver was very polite about the delay.,0,delay,1
driver refused to carry package to my floor.,3,driver_conduct,0
order mixed up with another customer.,2,wrong_order,0
Wrong product delivrred. Barcode doesn't match my order.,2,wrong_order,0
Two out of five items missing from the delivery!,2,wrong_order,0
Order update received.,4,positive,1
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Medicine package was opened and tampered with.,1,damage,0
"Wrong item delivered — ordered size L, got size S.",2,wrong_order,0
Package arrived in perfect condition. Thank you!,4,positive,0
Missing one item but the driver apologized and was professional,0,delay,1
"Perfect deliveey — no issues at all, great experience.",4,positive,0
Driver arrived 30 minutes after the estimated window.,0,delay,0
Order mixed up with anither customer.,2,wrong_order,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Order was 19 mimutes late AND the box arrived damaged!,0,delay,1
Missing one item but the driver apologized and was professional!,1,damage,1
Box was torn oprn and contents were damaged!,3,driver_conduct,0
Received someone else's package entirely.,2,wrong_order,0
Driver marked delivered but never arrived.,3,driver_conduct,0
Wrong producy delivered. Barcode doesn't match my order.,2,wrong_order,0
Medicine package was opened and tampered with.,4,positive,0
Medicine package was opened and tampered with.,1,damage,0
"still waiting, app said 32 min but its been longer",0,delay,0
Driver gave me the wrong order and was dosmissive when I asked.,2,wrong_order,1
Item substituted without my consent.,2,wrong_order,0
Order update received.,4,positive,1
Missing one item but the driver apologized and was profeasional.,2,wrong_order,1
shouted at me when i asked for id verification.,3,driver_conduct,0
Took 80 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Very unprofessional behaviour from the delivery agent,3,driver_conduct,0
very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Took 88 minutes longer tham usual but driver was very polite about the delay.,0,delay,1
Item was broken in transit — packaging was inadequate.,1,damage,0
Laptop corner dented — poor hamdling during delivery!,1,damage,0
Multiple items broken. Neefs urgent replacement.,1,damage,0
"missing half my stuff, only got 2 of 4 itema",2,wrong_order,0
"Carton dented heavily, product inside damaged.",1,damage,0
Driver was 76 min late and also quite rude sbout it.,4,positive,1
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
No-show — friver cancelled without warning,3,driver_conduct,0
"delivered to wrong address, i had to collrct it myself.",2,wrong_order,0
Order was processed and delivered.,4,positive,1
"package was a bit late but arrived in perfect condition, no complaints!",0,delay,1
"Carton dented heavily, product inside damaged.",1,damage,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
driver arrived 29 minutes after the estimated window.,0,delay,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Laptop corner dented — poor handling during delivery.,1,damage,0
Delivery confirmed at the door!,4,positive,1
Order took over 55 minutes due to heavy traffic.,0,delay,0
Driver gave me the wrong order and was dismissive when I asked!,2,wrong_order,1
Traffic caused a 41-minute delay. Please improve routing.,0,delay,0
Took 28 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Delivery person did noy follow contactless instructions,3,driver_conduct,0
"mo complaints, everything went smoothly, thanks!",4,positive,0
Waitrd 70 extra minutes because of road congestion!,0,delay,0
delivery happened today.,4,positive,1
"expected in 20 mins, arrived after 56 minutes total.",0,delay,0
"perfect delivery — no issues at all, great experience.",1,damage,0
"Carton dented heavily, product inside damaged!",1,damage,0
"item smashed, looks like it was thrown around",1,damage,0
driver marked delivered but never arrived.,3,driver_conduct,0
Ordee mixed up with another customer!,2,wrong_order,0
"Wrong item delivered, and it was also crushed on the bag!",2,wrong_order,1
driver was 63 min late and also quite rude about it.,0,delay,1
Order was processed and delivered,4,positive,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Delivery happened today,2,wrong_order,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
order was 75 minutes late and the box arrived damaged.,0,delay,1
Got a duplicate of one item and missing another.,1,damage,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"this isnt what i ordered at all, completely different item",2,wrong_order,0
driver was 57 min late and also quite rude about it,0,delay,1
"Wrong item delivered — ordered size L, got size S.",2,wrong_order,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Package delayed by 71 minutes — no update from the app.,0,delay,0
Driver gave me the wrong order and was dismissive when I asked.,1,damage,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Two out of five items missimg from the delivery,2,wrong_order,0
"perfect delivery — no issues at all, great experoence!",4,positive,0
Driver marked delivered but never arrived.,3,driver_conduct,0
"Delivery was significantly delayed, arriving 86 mins past ETA.",0,delay,0
Driver gave ne the wrong order and was dismissive when I asked,2,wrong_order,1
order update received,2,wrong_order,1
delivery confirmed at the door.,4,positive,1
Completely wrong order arrived at my address.,2,wrong_order,0
No knock or ring — package left on the streey.,3,driver_conduct,0
Very unprofessional behaviour from the delivery agent,3,driver_conduct,0
late again — driver took 80 minutes longer than expected,0,delay,0
order was 15 minutes late and the box arrived damaged.,0,delay,1
Very slow delivery today — 76 minute delay on a short rouye.,0,delay,0
"wrong item deliveeed, and it was also crushed in the bag",2,wrong_order,1
Delivery confirmed at the door.,4,positive,1
package status changed to delivered.,4,positive,1
"no complaints, everything went smoothly, thanks!",4,positive,0
Laptop corner dented — poor handling during delivery,1,damage,0
Two out of five items missing from the delivery.,2,wrong_order,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Ni knock or ring — package left on the street.,3,driver_conduct,0
Item substituted without my consent.,2,wrong_order,0
Excellent service! Delivery arrivrd 10 minutes early!,4,positive,0
Missing one otem but the driver apologized and was professional.,2,wrong_order,1
delivery person did not follow contactless instructions.,3,driver_conduct,0
Multiple items broken. Needs urgent replacement.,1,damage,0
Delivery confirmed at the door.,4,positive,1
outstanding — the driver even helped carry the heavy box.,4,positive,0
Driver refused to carry package to my floor.,3,driver_conduct,0
"delivery running late again, 67 min behind schedule",0,delay,0
guy was so rude when i asked hin to wait a sec,3,driver_conduct,0
Took 42 minutes longer than usual but driver was very polite about the delay!,0,delay,1
Medocine package was opened and tampered with.,1,damage,0
Package status changed to delivered.,4,positive,1
Completely wrong order arrived at my address.,2,wrong_order,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
electronics deliveeed with cracked screen!,1,damage,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Driver was polite and very helpful.,4,positive,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Superb service. Will definitely use again.,4,positive,0
Item substituted without my consent.,2,wrong_order,0
Multiple items broken! Needs urgent replacement!,1,damage,0
Got a duplicate of one item and missing another.,2,wrong_order,0
"Perfect delivery — no issues at all, great expeeience.",4,positive,0
"item smashed, looks like it was thrown around",1,damage,0
Delivery confirmed at the door.,4,positive,1
"item smashed, looks like it was thrown arounf",1,damage,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
"delivery running late again, 34 min behind schedule",0,delay,0
driver was rude and argumemtative at the door.,3,driver_conduct,0
package arrived completely crushrd.,1,damage,0
Order took over 57 minutes due to heavy traffic.,0,delay,0
Item substituted without my consent.,2,wrong_order,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Took 31 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Medicine package was opened and tamperef with,1,damage,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
item was broken in transit — packaging was inadequate.,1,damage,0
Order was 30 minutes late AND the box arrived damaged.,0,delay,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
driver was rude and argumentative at the door,3,driver_conduct,0
Laptop corner dented — poor handling during deliveey!,1,damage,0
Delivery happened today!,4,positive,1
"really happy with this delivery, driver was super nice",4,positive,0
driver came by earlier.,2,wrong_order,1
Driver called ahead and followed all instructions perfectly.,4,positive,0
missing one item but the driver apologized and was professional.,2,wrong_order,1
"box was soaking wet when it got here, ruined everything inside",2,wrong_order,0
"no complaints, everything went smoothly, thanks!",0,delay,0
Laptop corner dented — poor handling during delivery.,1,damage,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Driver was 56 min late and also quite rude about it!,0,delay,1
Multiple itrms broken. Needs urgent replacement.,1,damage,0
Traffic caused a 69-minute delay. Please improve routing,0,delay,0
"Arrived exactly on time, well packaged! Five stars!",4,positive,0
"still waiting, app said 39 min but its been longer",0,delay,0
order was 43 minutes late and the box arrived damaged,0,delay,1
driver called ahead and followed all instructions perfectly!,4,positive,0
"item smashed, looks like it was thrown around",3,driver_conduct,0
"Delivery was significantly delsyed, arriving 81 mins past ETA.",0,delay,0
Laptop corner dented — poor handling during delivery.,0,delay,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Took 84 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Traffic caused a 62-monute delay! pls improve routing,0,delay,0
excellent service! delivery arrived 10 minutes early.,4,positive,0
"this isnt what i ordered at all, completely different item",0,delay,0
My delivery was 52 minutes late with no notification.,2,wrong_order,0
"arrived exactly on time, well packaged. five stars!",4,positive,0
Superb service. Will definitely use again.,4,positive,0
delovery happened today.,4,positive,1
Driver arrived 26 minutes after the estimated window.,0,delay,0
Item was broken in transot — packaging was inadequate.,1,damage,0
"missing half my stuff, only got 2 of 4 items",0,delay,0
Electronics delivered with cracked screen,1,damage,0
Got a duplicate of one item and missing another.,2,wrong_order,0
Delivery confirmed at the door.,4,positive,1
"item smashed, looks like it was thrown around",1,damage,0
Driver marked delivered but never arrived.,3,driver_conduct,0
"Food spilled inside the bag, everything was wet.",1,damage,0
Order was 59 minutes late AND the box arrived damaged.,0,delay,1
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
Driver came by earlier,4,positive,1
Completely wrong orfer arrived at my address.,2,wrong_order,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
"missing half my stuff, only git 2 of 4 items",2,wrong_order,0
Delivery happened today.,4,positive,1
order update received.,4,positive,1
"really happy with this delivery, driver was super nice",4,positive,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"still waiting, app said 85 min but its been longer",0,delay,0
driver refused to carry package to my floor,3,driver_conduct,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"this isnt what i ordered at all, completely different item",2,wrong_order,0
Great communication yhroughout the delivery process.,4,positive,0
Very unprofessional behaviour from the delivery agent.,2,wrong_order,0
Received the order as scheduled.,4,positive,1
Driver gave me the wrong ordee and was dismissive when I asked.,0,delay,1
Driver was 47 min late and also quite rude about it,0,delay,1
Driver was 32 min late and also quite rude about it,0,delay,1
"Wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
Shouted at me when I asked for ID verification.,3,driver_conduct,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
driver was 20 min late and also quite rude about it.,0,delay,1
Two out of five items missing from the delivery.,2,wrong_order,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Wrong item delivered, and it was also crushed in yhe bag.",2,wrong_order,1
"Food spillef inside the bag, everything was wet.",1,damage,0
"no complaints, everything went smoothly, thanks",4,positive,0
"Delivery was significantly delayed, arriving 83 mins past ETA.",0,delay,0
Driver marked delivered but never arrived.,3,driver_conduct,0
Order was processed and delivered.,4,positive,1
Driver was rude and argumentative at the door.,3,driver_conduct,0
item was broken in transit — packaging was inadequate.,1,damage,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
order was 55 mins late and the box arrived damaged!,3,driver_conduct,1
Superb service. Will definitely use again.,4,positive,0
order took over 28 minuyes due to heavy traffic.,0,delay,0
Very slow delivery today — 87 minute delay on s short route.,0,delay,0
Traffic caused a 45-minute delay. Please improve routing.,0,delay,0
"delivery running late again, 36 min behind schedule",0,delay,0
order update received.,4,positive,1
Medicine package was opened and tampered with,1,damage,0
Wrong product delivered. Barcode doesn't match my order.,0,delay,0
"Wrong itrm delivered — ordered size L, got size S.",2,wrong_order,0
traffic caused a 28-minute delay. please improve routing.,0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",0,delay,1
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
medicine package was opened and tampered with.,1,damage,0
"Wrong item felivered, and it was also crushed in the bag.",3,driver_conduct,1
Package delayed by 39 minutes — no update from the app.,0,delay,0
Late again — driver took 75 minutes longer than expected,0,delay,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Package arrived completely crushed.,2,wrong_order,0
Fastest delivery I have ever had. Vert impressed.,4,positive,0
Order was 88 minutes late AND the box arrived damaged.,0,delay,1
half the order is missing from the bag,2,wrong_order,0
driver was pilite and very helpful.,4,positive,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
No-show — friver cancelled without warning.,3,driver_conduct,0
order took over 47 minutes due to heavy traffic.,0,delay,0
Half the order is missing from the bag,2,wrong_order,0
"Delivery was significantly delayed, arriving 38 mins past ETA.",0,delay,0
driver left package outside in the rain without notification!,3,driver_conduct,0
Driver arrived 49 mins after the estimated window.,0,delay,0
"Package was a bit late but arrived in perfect condition, no complaints",0,delay,1
"driver didnt evrn knock, just left and marked it delivered",3,driver_conduct,0
Package arrived completely crushed,1,damage,0
package delayef by 38 mins — no update from the app.,0,delay,0
"expected in 20 mins, arrived aftee 41 minutes total.",0,delay,0
Driver marked delivered but never arrived,3,driver_conduct,0
Took 63 minutes longer than usual but driver was very polite about the delay!,0,delay,1
"Wrong item delivered, and it was also crushed in the bag.",1,damage,1
Package arrived in perfect condition. Thank you!,4,positive,0
No knock or ring — package left on the street,3,driver_conduct,0
fastest delivery i have ever had. very impressed.,4,positive,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
Fragile sticker ignored — item arrived in pieces.,1,damage,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
Driver was polite and very helpful.,4,positive,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Order was 44 minutes late AND the box arrived damaged.,0,delay,1
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"box was soaking wet when it got here, ruined everything inside",1,damage,0
Took 61 minutes longer than usual but driver was very polite about the delay.,0,delay,1
excellent service! delivery arrived 10 minutes early.,4,positive,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
Fragile sticker ignored — item arrived in pieces!,1,damage,0
Item substituted without my consent.,2,wrong_order,0
"driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
package delayed by 73 minutes — no update drom the app,0,delay,0
laptop corner dented — poor handling during deliveey.,1,damage,0
Order mixed up with another customer.,2,wrong_order,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
order mixed up wiyh another customer.,2,wrong_order,0
Took 82 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Package delayed by 41 minutes — no update from the app.,0,delay,0
Driver was 45 min late and also quite rude about it,0,delay,1
Driver was 82 min late and also quite rude about it!,0,delay,1
Fragile sticker ignored — item arrived in pieces.,2,wrong_order,0
vert unprofessional behaviour from the delivery agent.,3,driver_conduct,0
Package delayed by 76 minutes — no update from the app.,0,delay,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
"item smashed, looks like it was thrown around",1,damage,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
received the order as scheduled.,1,damage,1
No knock or ring — package left on the street.,3,driver_conduct,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
Misaing one item but the driver apologized and was professional.,2,wrong_order,1
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
Laptop corner dented — poor handling during delivery.,1,damage,0
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
multiple items broken! needs urgent replacement!,1,damage,0
Medicine package was opened and tampered with,1,damage,0
"Package was a bit late but arrived in perfect condition, no complaints!",0,delay,1
"expected in 20 mins, arrived after 19 minutes total",0,delay,0
"Delivery was significantly delayed, arriving 55 mins pasy ETA.",0,delay,0
Completely wrong order arrived at my address.,2,wrong_order,0
driver left package outside in the rain without notification.,3,driver_conduct,0
received someone else's packsge entirely,2,wrong_order,0
fastest delivery i have ever had. very impressed.,1,damage,0
"no complaints, everything went smoothly, thanks!",4,positive,0
Got my package.,4,positive,1
"Package was a bit late but arrived in perfect condition, no complaints",0,delay,1
item substituted without my consent.,2,wrong_order,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
"delivered to wrong address, i had to collect it myself.",2,wrong_order,0
electronics delivered with cracked screen.,1,damage,0
Excellent service! Delivery arrived 10 mins early,4,positive,0
Driver arrived 64 minutes after the estimated window.,0,delay,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Carton dented heavily, product inside damaged",1,damage,0
"Package was a bit late but arrived in perfect comdition, no complaints.",0,delay,1
"Package was a bit late but arrived in perfrct condition, no complaints.",3,driver_conduct,1
Received someone else's package entirely.,2,wrong_order,0
Waited 53 extra minutes because of road congestion.,3,driver_conduct,0
Very slow delivery today — 47 minute delay on a short route.,0,delay,0
"box looked a little dented but everything inside was fine, driver was grrat.",1,damage,1
guy was so rude when i asked him to wait a sec,1,damage,0
goy my package.,4,positive,1
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Rrceived the order as scheduled,1,damage,1
Order was processed snd delivered.,3,driver_conduct,1
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"Perfect delivery — no issues at all, great experience.",2,wrong_order,0
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Completely wrong order arrived at my address.,2,wrong_order,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
No knock ir ring — package left on the street.,3,driver_conduct,0
Took 83 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Multiple items broken. Needs urgent replacement.,1,damage,0
Great communication throughout the delivery pricess,4,positive,0
Order update received.,4,positive,1
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Driver called ahead and followed all instructions perfectly.,4,positive,0
Multiple items broken. Needs urgent replacement.,1,damage,0
"Driver was using phone while driving, neaely caused accident.",3,driver_conduct,0
order was processed and delivered.,0,delay,1
"Delivery was significantly delayed, arriving 35 mins past ETA",0,delay,0
Driver arrived 48 minutes after the estimated window.,0,delay,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Package arrived completely crushed.,1,damage,0
Driver gave me the wrong order and was dismissivr when I asked!,2,wrong_order,1
"Carton dented heavily, product inside damaged.",1,damage,0
Wrong product delivered. Barcode doesn't match my order,2,wrong_order,0
no knock or ring — package left on the street,3,driver_conduct,0
Driver left package outside in the rain without notification.,3,driver_conduct,0
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
Laptop corner dented — poor handling during delivery,1,damage,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
guy was so rufe when i asked him to wait a sec,3,driver_conduct,0
Completely wrong order arrived at my address.,2,wrong_order,0
"really happy with this delivery, driver was super nice",4,positive,0
Very unprofessional behaviour from the delivery agent.,1,damage,0
Driver was 75 min late and also quite rude about it!,0,delay,1
Driver refused to carry package to my floor.,3,driver_conduct,0
Drivee was polite and very helpful.,4,positive,0
Order was 48 minutes late AND the box arrived damaged.,0,delay,1
excellent service! delivery arrived 10 mins early.,4,positive,0
"no complaints, everything went smoothly, thanks",3,driver_conduct,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
My delivery was 42 mins late with no notification,0,delay,0
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
took 66 minutes longer than usual but driver was very polite about yhe delay.,0,delay,1
late again — driver took 21 minutes longer than expected.,0,delay,0
Box was torn open and contents were damaged,1,damage,0
Took 37 minutes longer than usual but driver was vert polite about the delay.,0,delay,1
Driver arrived 64 minutes after the estomated window.,0,delay,0
Shouted at me when I asked for ID verification.,3,driver_conduct,0
no-show — driver cancelled without warning.,3,driver_conduct,0
Great communication throughout the delivert process.,4,positive,0
wrong priduct delivered. barcode doesn't match my order.,2,wrong_order,0
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
Excellent service! Delivery arrived 10 minutes early.,4,positive,0
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
"delivery was significantly delayed, arriving 25 mins past eta.",0,delay,0
Waited 26 extra minutes because of eoad congestion.,2,wrong_order,0
item substituted without my consent.,2,wrong_order,0
got a duplicate of one item and missing another.,2,wrong_order,0
"Driver was using phone while driving, nearly csused accident.",3,driver_conduct,0
"box looked a little dented but everything inside was fine, driver was great",1,damage,1
order was 70 minutes late snd the box arrived damaged.,4,positive,1
took 56 mins longer than usual but driver was very polite about the delay.,0,delay,1
electronics delivered with cracked screen.,1,damage,0
medicine package was opened and tampered with.,1,damage,0
delivery happened today.,4,positive,1
Laptop corner dented — poor handling during delivery,1,damage,0
"delivery running late again, 20 min behinf schedule",0,delay,0
"Package was a bit late but arrived in perfect conditiom, no complaints!",0,delay,1
fastest delivery i have ever had. very impressed,4,positive,0
Very unprofessional behaviour from the delivery agent.,3,driver_conduct,0
order took over 60 minutes due to heavy traffic,0,delay,0
Order was processed and delivered.,4,positive,1
psckage delayed by 43 minutes — no update from the app!,0,delay,0
order was processed and delivered.,4,positive,1
"no complaints, everything went smoothly, thanks!",4,positive,0
No knock or ring — package left on the street,3,driver_conduct,0
"this isnt what i ordered at all, completely different item",2,wrong_order,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
driver came by earlier,4,positive,1
Two out of five items missing from the delivery.,2,wrong_order,0
Got my package,4,positive,1
"Food spilled inside the bag, everything was wet.",1,damage,0
Item substituted without my consent.,2,wrong_order,0
Delivery confirmed at the door.,4,positive,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
item was broken in transit — packaging was inadequate.,1,damage,0
Driver was polite and very helpful,4,positive,0
Traffic caused a 63-minute delay. Please improve routing,0,delay,0
Multiple items broken. Needs urgent replacement.,1,damage,0
"Food spilled inside the bag, everything was wet.",1,damage,0
No knock or ring — package left on the street.,3,driver_conduct,0
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
Item was broken in transit — packaging was inadequate.,1,damage,0
Order was 72 minutes late AND the bix arrived damaged.,0,delay,1
package delayed by 84 minutes — no update from the app.,0,delay,0
Delivery confirmed at the doir.,4,positive,1
waited 53 extra minutes because of road congestion.,0,delay,0
order took over 61 minutes due to heavy traffic.,0,delay,0
"Delivery was significantly delsyed, arriving 28 mins past ETA",0,delay,0
missing one item but the driver apilogized and was professional.,2,wrong_order,1
order took over 48 minutes due to heavy traffic.,1,damage,0
Order was 65 minutes late AND the box arrived damaged.,0,delay,1
Great communication thriughout the delivery process!,4,positive,0
Laptop corner dented — poor handling during delivery.,1,damage,0
"driver didnt rven knock, just left and marked it delivered",3,driver_conduct,0
"Arrived exactly on time, well packaged. Five stars!",4,positive,0
"Box looked a little dented but everything inside was fine, driver was great",1,damage,1
Delivery person did mot follow contactless instructions.,3,driver_conduct,0
Took 83 minutes longer than usual but driver was very polite about the delay,0,delay,1
Driver markef delivered but never arrived,3,driver_conduct,0
Order was processed and delivered.,4,positive,1
Driver was 58 min late and also quite rude about it.,0,delay,1
delivery hsppened today.,4,positive,1
Delivery person did not follow contactless instructions.,3,driver_conduct,0
Box was torn open and contents were damaged.,1,damage,0
"Perfect delivery — no issues at all, great experience.",4,positive,0
Medicine package was opened and tampered with,1,damage,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Took 58 minutes longer than usual but driver was very polite about the delay.,0,delay,1
"Expected in 20 mins, arrived after 49 ninutes total!",2,wrong_order,0
Got my package.,3,driver_conduct,1
"Expecyed in 20 mins, arrived after 86 minutes total.",0,delay,0
medicine package was opened and tampered with.,1,damage,0
Medicine package was opened and tampered with.,1,damage,0
Driver csme by earlier.,4,positive,1
Late again — driver took 36 minutes longer than expected.,0,delay,0
"arrived exactly on time, well packaged. five stars!",4,positive,0
Package delayed by 42 minutes — no update from the app.,0,delay,0
